source_family,source_path,source_table,native_geography,status,rows,columns,key_columns_detected,output_csv,output_parquet,parquet_status,reason,caveat
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admissions_same_day_renal,sa3,processed_native_table,663,11,code_phn_lga;number,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_same_day_renal__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_same_day_renal__v20.parquet,written,"value_match:{'sa3': 179, 'lga': 179}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admissions_prevent_diag_total,sa3,processed_native_table,663,35,code_phn_lga;number;number_1;number_2;number_3;number_4;number_5,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_prevent_diag_total__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_prevent_diag_total__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 128}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admissions_prevent_diag_vaccin,sa3,processed_native_table,663,15,code_phn_lga;number_1,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_prevent_diag_vaccin__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_prevent_diag_vaccin__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 19}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admissions_prevent_diag_acute,sa3,processed_native_table,663,35,code_phn_lga;number;number_1;number_2;number_3;number_4;number_5;number_6,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_prevent_diag_acute__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_prevent_diag_acute__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 130}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Front_page,phn,processed_native_table,2,6,this_phidu_release_of_the_social_health_atlas_of_australia_has_been_produced_for_primary_health_networks_phns_within_phns_data_are_provided,data\processed\native\phn\phidu_raw__phidu_official_phn_with_component_phas__front_page__v20.csv,data\processed\native\phn\phidu_raw__phidu_official_phn_with_component_phas__front_page__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 1, 'state': 1, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Topics,phn,processed_native_table,5,6,data_by_primary_health_network_phn_population_health_area_pha,data\processed\native\phn\phidu_raw__phidu_official_phn_with_component_phas__topics__v20.csv,data\processed\native\phn\phidu_raw__phidu_official_phn_with_component_phas__topics__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 1, 'state': 0, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Contents,unknown,held_metadata_sheet,0,0,,,,,metadata/contents/readme sheet,
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Age_distribution_Males,sa3,processed_native_table,1289,60,code_phn_pha;number;number_1;number_10;number_11;number_12;number_13;number_14;number_15;number_16;number_17;number_2;number_3;number_4;number_5;number_6;number_7;number_8;number_9;total_males;total_males_1;total_males_10;total_males_11;total_males_12;total_males_13;total_males_14;total_males_15;total_males_16;total_males_17;total_males_2;total_males_3;total_males_4;total_males_5;total_males_6;total_males_7;total_males_8;total_males_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_males__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_males__v20.parquet,written,"value_match:{'sa3': 2585, 'lga': 2585, 'sa4': 1982}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Age_distribution_Females,sa3,processed_native_table,1289,60,code_phn_pha;number;number_1;number_10;number_11;number_12;number_13;number_14;number_15;number_16;number_17;number_2;number_3;number_4;number_5;number_6;number_7;number_8;number_9;total_females;total_females_1;total_females_10;total_females_11;total_females_12;total_females_13;total_females_14;total_females_15;total_females_16;total_females_17;total_females_2;total_females_3;total_females_4;total_females_5;total_females_6;total_females_7;total_females_8;total_females_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_females__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_females__v20.parquet,written,"value_match:{'sa3': 2585, 'lga': 2585, 'sa4': 1963}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Age_distribution_Persons,sa3,processed_native_table,1289,60,code_phn_pha;number;number_1;number_10;number_11;number_12;number_13;number_14;number_15;number_16;number_17;number_2;number_3;number_4;number_5;number_6;number_7;number_8;number_9;total_persons;total_persons_1;total_persons_10;total_persons_11;total_persons_12;total_persons_13;total_persons_14;total_persons_15;total_persons_16;total_persons_17;total_persons_2;total_persons_3;total_persons_4;total_persons_5;total_persons_6;total_persons_7;total_persons_8;total_persons_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_persons__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_persons__v20.parquet,written,"value_match:{'sa3': 2999, 'lga': 2999, 'sa4': 863}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Age_distribution_Males_broad,sa3,processed_native_table,1289,30,code_phn_pha;number;number_1;number_2;number_5;number_6;number_7;total_males;total_males_1;total_males_2;total_males_3;total_males_4;total_males_5;total_males_6;total_males_7,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_males_broad__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_males_broad__v20.parquet,written,"value_match:{'sa3': 1257, 'lga': 1257, 'sa4': 320}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Age_distribution_Females_broad,sa3,processed_native_table,1289,30,code_phn_pha;number;number_1;number_2;number_4;number_5;number_6;number_7;total_females;total_females_1;total_females_2;total_females_3;total_females_4;total_females_5;total_females_6;total_females_7,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_females_broad__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_females_broad__v20.parquet,written,"value_match:{'sa3': 1256, 'lga': 1256, 'sa4': 310}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Age_distribution_Persons_broad,sa3,processed_native_table,1289,30,code_phn_pha;number;number_1;number_2;number_3;number_6;number_7;total_persons;total_persons_1;total_persons_2;total_persons_3;total_persons_4;total_persons_5;total_persons_6;total_persons_7,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_persons_broad__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__age_distribution_persons_broad__v20.parquet,written,"value_match:{'sa3': 1551, 'lga': 1551, 'sa4': 170}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Aboriginal_males,sa3,processed_native_table,1289,24,code_phn_pha,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__aboriginal_males__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__aboriginal_males__v20.parquet,written,"value_match:{'sa3': 173, 'lga': 173}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Aboriginal_females,sa3,processed_native_table,1289,24,code_phn_pha,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__aboriginal_females__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__aboriginal_females__v20.parquet,written,"value_match:{'sa3': 173, 'lga': 173}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Aboriginal_persons,sa3,processed_native_table,1289,24,code_phn_pha,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__aboriginal_persons__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__aboriginal_persons__v20.parquet,written,"value_match:{'sa3': 173, 'lga': 173}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Population_proportion,sa3,processed_native_table,1289,9,code_phn_pha,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__population_proportion__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__population_proportion__v20.parquet,written,"value_match:{'sa3': 173, 'lga': 173}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Population_proportion_age,sa3,processed_native_table,1289,24,code_phn_pha,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__population_proportion_age__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__population_proportion_age__v20.parquet,written,"value_match:{'sa3': 173, 'lga': 173}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Pop_projections_Males,sa3,processed_native_table,1289,54,code_phn_pha;number;number_1;number_10;number_11;number_12;number_13;number_14;number_15;number_2;number_3;number_5;total_males;total_males_1;total_males_10;total_males_11;total_males_12;total_males_13;total_males_14;total_males_15;total_males_2;total_males_3;total_males_4;total_males_5;total_males_6;total_males_7;total_males_8;total_males_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__pop_projections_males__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__pop_projections_males__v20.parquet,written,"value_match:{'sa3': 2312, 'lga': 2312, 'sa4': 566}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Pop_projections_Females,sa3,processed_native_table,1289,54,code_phn_pha;number;number_1;number_10;number_11;number_12;number_13;number_14;number_15;number_2;number_3;number_4;number_5;total_females;total_females_1;total_females_10;total_females_11;total_females_12;total_females_13;total_females_14;total_females_15;total_females_2;total_females_3;total_females_4;total_females_5;total_females_6;total_females_7;total_females_8;total_females_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__pop_projections_females__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__pop_projections_females__v20.parquet,written,"value_match:{'sa3': 2351, 'lga': 2351, 'sa4': 530}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_phas.xlsx,Pop_projections_Persons,sa3,processed_native_table,1289,54,code_phn_pha;number;number_1;number_12;number_13;number_14;number_15;number_2;number_4;number_5;number_6;number_7;number_9;total_persons;total_persons_1;total_persons_10;total_persons_11;total_persons_12;total_persons_13;total_persons_14;total_persons_15;total_persons_2;total_persons_3;total_persons_4;total_persons_5;total_persons_6;total_persons_7;total_persons_8;total_persons_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__pop_projections_persons__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_phas__pop_projections_persons__v20.parquet,written,"value_match:{'sa3': 2942, 'lga': 2942, 'sa4': 275}",Native geography staged; validate key uniqueness and definitions before scoped master build.
